X ; Y ; T ; dT ;
0.00303951 ; 0.592705 ; 0;-9.25596e+61;
0.00303951 ; 0.595745 ; 0;-9.25596e+61;
0.00303951 ; 0.598784 ; 0;-9.25596e+61;
0.00303951 ; 0.601824 ; 0;-9.25596e+61;
0.00303951 ; 0.604863 ; 0;-9.25596e+61;
0.00303951 ; 0.607903 ; 0;-9.25596e+61;
0.00303951 ; 0.610942 ; 0;-9.25596e+61;
0.00303951 ; 0.613982 ; 0;-9.25596e+61;
0.00303951 ; 0.617021 ; 0;-9.25596e+61;
0.00303951 ; 0.620061 ; 0;-9.25596e+61;
0.00303951 ; 0.6231 ; 0;-9.25596e+61;
0.00303951 ; 0.62614 ; 0;-9.25596e+61;
0.00303951 ; 0.629179 ; 0;-9.25596e+61;
0.00303951 ; 0.632219 ; 0;-9.25596e+61;
0.00303951 ; 0.635258 ; 0;-9.25596e+61;
0.00303951 ; 0.638298 ; 0;-9.25596e+61;
0.00303951 ; 0.641337 ; 0;-9.25596e+61;
0.00303951 ; 0.644377 ; 0;-9.25596e+61;
0.00303951 ; 0.647416 ; 0;-9.25596e+61;
0.00303951 ; 0.650456 ; 0;-9.25596e+61;
0.00303951 ; 0.653495 ; 0;-9.25596e+61;
0.00303951 ; 0.656535 ; 0;-9.25596e+61;
0.00303951 ; 0.659574 ; 0;-9.25596e+61;
0.00303951 ; 0.662614 ; 0;-9.25596e+61;
0.00303951 ; 0.665653 ; 0;-9.25596e+61;
0.00303951 ; 0.668693 ; 0;-9.25596e+61;
0.00303951 ; 0.671733 ; 0;-9.25596e+61;
0.00303951 ; 0.674772 ; 0;-9.25596e+61;
0.00303951 ; 0.677812 ; 0;-9.25596e+61;
0.00303951 ; 0.680851 ; 0;-9.25596e+61;
0.00303951 ; 0.683891 ; 0;-9.25596e+61;
0.00303951 ; 0.68693 ; 0;-9.25596e+61;
0.00303951 ; 0.68997 ; 0;-9.25596e+61;
0.00303951 ; 0.693009 ; 0;-9.25596e+61;
0.00303951 ; 0.696049 ; 0;-9.25596e+61;
0.00303951 ; 0.699088 ; 0;-9.25596e+61;
0.00303951 ; 0.702128 ; 0;-9.25596e+61;
0.00303951 ; 0.705167 ; 0;-9.25596e+61;
0.00303951 ; 0.708207 ; 0;-9.25596e+61;
0.00303951 ; 0.711246 ; 0;-9.25596e+61;
0.00303951 ; 0.714286 ; 0;-9.25596e+61;
0.00303951 ; 0.717325 ; 0;-9.25596e+61;
0.00303951 ; 0.720365 ; 0;-9.25596e+61;
0.00303951 ; 0.723404 ; 0;-9.25596e+61;
0.00303951 ; 0.726444 ; 0;-9.25596e+61;
0.00303951 ; 0.729483 ; 0;-9.25596e+61;
0.00303951 ; 0.732523 ; 0;-9.25596e+61;
0.00303951 ; 0.735562 ; 0;-9.25596e+61;
0.00303951 ; 0.738602 ; 0;-9.25596e+61;
0.00303951 ; 0.741641 ; 0;-9.25596e+61;
0.00303951 ; 0.744681 ; 0;-9.25596e+61;
0.00303951 ; 0.74772 ; 0;-9.25596e+61;
0.00303951 ; 0.75076 ; 0;-9.25596e+61;
0.00303951 ; 0.753799 ; 0;-9.25596e+61;
0.00303951 ; 0.756839 ; 0;-9.25596e+61;
0.00303951 ; 0.759878 ; 0;-9.25596e+61;
0.00303951 ; 0.762918 ; 0;-9.25596e+61;
0.00303951 ; 0.765957 ; 0;-9.25596e+61;
0.00303951 ; 0.768997 ; 0;-9.25596e+61;
0.00303951 ; 0.772036 ; 0;-9.25596e+61;
0.00303951 ; 0.775076 ; 0;-9.25596e+61;
0.00303951 ; 0.778116 ; 0;-9.25596e+61;
0.00303951 ; 0.781155 ; 0;-9.25596e+61;
0.00303951 ; 0.784195 ; 0;-9.25596e+61;
0.00303951 ; 0.787234 ; 0;-9.25596e+61;
0.00303951 ; 0.790274 ; 0;-9.25596e+61;
0.00303951 ; 0.793313 ; 0;-9.25596e+61;
0.00303951 ; 0.796353 ; 0;-9.25596e+61;
0.00303951 ; 0.799392 ; 0;-9.25596e+61;
0.00303951 ; 0.802432 ; 0;-9.25596e+61;
0.00303951 ; 0.805471 ; 0;-9.25596e+61;
0.00303951 ; 0.808511 ; 0;-9.25596e+61;
0.00303951 ; 0.81155 ; 0;-9.25596e+61;
0.00303951 ; 0.81459 ; 0;-9.25596e+61;
0.00303951 ; 0.817629 ; 0;-9.25596e+61;
0.00303951 ; 0.820669 ; 0;-9.25596e+61;
0.00303951 ; 0.823708 ; 0;-9.25596e+61;
0.00303951 ; 0.826748 ; 0;-9.25596e+61;
0.00303951 ; 0.829787 ; 0;-9.25596e+61;
0.00303951 ; 0.832827 ; 0;-9.25596e+61;
0.00303951 ; 0.835866 ; 0;-9.25596e+61;
0.00303951 ; 0.838906 ; 0;-9.25596e+61;
0.00303951 ; 0.841945 ; 0;-9.25596e+61;
0.00303951 ; 0.844985 ; 0;-9.25596e+61;
0.00303951 ; 0.848024 ; 0;-9.25596e+61;
0.00303951 ; 0.851064 ; 0;-9.25596e+61;
0.00303951 ; 0.854103 ; 0;-9.25596e+61;
0.00303951 ; 0.857143 ; 0;-9.25596e+61;
0.00303951 ; 0.860182 ; 0;-9.25596e+61;
0.00303951 ; 0.863222 ; 0;-9.25596e+61;
0.00303951 ; 0.866261 ; 0;-9.25596e+61;
0.00303951 ; 0.869301 ; 0;-9.25596e+61;
0.00303951 ; 0.87234 ; 0;-9.25596e+61;
0.00303951 ; 0.87538 ; 0;-9.25596e+61;
0.00303951 ; 0.878419 ; 0;-9.25596e+61;
0.00303951 ; 0.881459 ; 0;-9.25596e+61;
0.00303951 ; 0.884498 ; 0;-9.25596e+61;
0.00303951 ; 0.887538 ; 0;-9.25596e+61;
0.00303951 ; 0.890578 ; 0;-9.25596e+61;
0.00303951 ; 0.893617 ; 0;-9.25596e+61;
0.00303951 ; 0.896657 ; 0;-9.25596e+61;
0.00303951 ; 0.899696 ; 0;-9.25596e+61;
0.00303951 ; 0.902736 ; 0;-9.25596e+61;
0.00303951 ; 0.905775 ; 0;-9.25596e+61;
0.00303951 ; 0.908815 ; 0;-9.25596e+61;
0.00303951 ; 0.911854 ; 0;-9.25596e+61;
0.00303951 ; 0.914894 ; 0;-9.25596e+61;
0.00303951 ; 0.917933 ; 0;-9.25596e+61;
0.00303951 ; 0.920973 ; 0;-9.25596e+61;
0.00303951 ; 0.924012 ; 0;-9.25596e+61;
0.00303951 ; 0.927052 ; 0;-9.25596e+61;
0.00303951 ; 0.930091 ; 0;-9.25596e+61;
0.00303951 ; 0.933131 ; 0;-9.25596e+61;
0.00303951 ; 0.93617 ; 0;-9.25596e+61;
0.00303951 ; 0.93921 ; 0;-9.25596e+61;
0.00303951 ; 0.942249 ; 0;-9.25596e+61;
0.00303951 ; 0.945289 ; 0;-9.25596e+61;
0.00303951 ; 0.948328 ; 0;-9.25596e+61;
0.00303951 ; 0.951368 ; 0;-9.25596e+61;
0.00303951 ; 0.954407 ; 0;-9.25596e+61;
0.00303951 ; 0.957447 ; 0;-9.25596e+61;
0.00303951 ; 0.960486 ; 0;-9.25596e+61;
0.00303951 ; 0.963526 ; 0;-9.25596e+61;
0.00303951 ; 0.966565 ; 0;-9.25596e+61;
0.00303951 ; 0.969605 ; 0;-9.25596e+61;
0.00303951 ; 0.972644 ; 0;-9.25596e+61;
0.00303951 ; 0.975684 ; 0;-9.25596e+61;
0.00303951 ; 0.978723 ; 0;-9.25596e+61;
0.00303951 ; 0.981763 ; 0;-9.25596e+61;
0.00303951 ; 0.984802 ; 0;-9.25596e+61;
0.00303951 ; 0.987842 ; 0;-9.25596e+61;
0.00303951 ; 0.990881 ; 0;-9.25596e+61;
0.00303951 ; 0.993921 ; 0;-9.25596e+61;
0.00303951 ; 0.99696 ; 0;-9.25596e+61;
0.00303951 ; 1 ; 0;-9.25596e+61;
0.00607903 ; 0 ; 0;-9.25596e+61;
0.00607903 ; 0.00303951 ; 0;-9.25596e+61;
0.00607903 ; 0.00607903 ; 0;-9.25596e+61;
0.00607903 ; 0.00911854 ; 0;-9.25596e+61;
0.00607903 ; 0.0121581 ; 0;-9.25596e+61;
0.00607903 ; 0.0151976 ; 0;-9.25596e+61;
0.00607903 ; 0.0182371 ; 0;-9.25596e+61;
0.00607903 ; 0.0212766 ; 0;-9.25596e+61;
0.00607903 ; 0.0243161 ; 0;-9.25596e+61;
0.00607903 ; 0.0273556 ; 0;-9.25596e+61;
0.00607903 ; 0.0303951 ; 0;-9.25596e+61;
0.00607903 ; 0.0334347 ; 0;-9.25596e+61;
0.00607903 ; 0.0364742 ; 0;-9.25596e+61;
0.00607903 ; 0.0395137 ; 0;-9.25596e+61;
0.00607903 ; 0.0425532 ; 0;-9.25596e+61;
0.00607903 ; 0.0455927 ; 0;-9.25596e+61;
0.00607903 ; 0.0486322 ; 0;-9.25596e+61;
0.00607903 ; 0.0516717 ; 0;-9.25596e+61;
0.00607903 ; 0.0547112 ; 0;-9.25596e+61;
0.00607903 ; 0.0577508 ; 0;-9.25596e+61;
0.00607903 ; 0.0607903 ; 0;-9.25596e+61;
0.00607903 ; 0.0638298 ; 0;-9.25596e+61;
0.00607903 ; 0.0668693 ; 0;-9.25596e+61;
0.00607903 ; 0.0699088 ; 0;-9.25596e+61;
0.00607903 ; 0.0729483 ; 0;-9.25596e+61;
0.00607903 ; 0.0759878 ; 0;-9.25596e+61;
0.00607903 ; 0.0790274 ; 0;-9.25596e+61;
0.00607903 ; 0.0820669 ; 0;-9.25596e+61;
0.00607903 ; 0.0851064 ; 0;-9.25596e+61;
0.00607903 ; 0.0881459 ; 0;-9.25596e+61;
0.00607903 ; 0.0911854 ; 0;-9.25596e+61;
0.00607903 ; 0.0942249 ; 0;-9.25596e+61;
0.00607903 ; 0.0972644 ; 0;-9.25596e+61;
0.00607903 ; 0.100304 ; 0;-9.25596e+61;
0.00607903 ; 0.103343 ; 0;-9.25596e+61;
0.00607903 ; 0.106383 ; 0;-9.25596e+61;
0.00607903 ; 0.109422 ; 0;-9.25596e+61;
0.00607903 ; 0.112462 ; 0;-9.25596e+61;
0.00607903 ; 0.115502 ; 0;-9.25596e+61;
0.00607903 ; 0.118541 ; 0;-9.25596e+61;
0.00607903 ; 0.121581 ; 0;-9.25596e+61;
0.00607903 ; 0.12462 ; 0;-9.25596e+61;
0.00607903 ; 0.12766 ; 0;-9.25596e+61;
0.00607903 ; 0.130699 ; 0;-9.25596e+61;
0.00607903 ; 0.133739 ; 0;-9.25596e+61;
0.00607903 ; 0.136778 ; 0;-9.25596e+61;
0.00607903 ; 0.139818 ; 0;-9.25596e+61;
0.00607903 ; 0.142857 ; 0;-9.25596e+61;
0.00607903 ; 0.145897 ; 0;-9.25596e+61;
0.00607903 ; 0.148936 ; 0;-9.25596e+61;
0.00607903 ; 0.151976 ; 0;-9.25596e+61;
0.00607903 ; 0.155015 ; 0;-9.25596e+61;
0.00607903 ; 0.158055 ; 0;-9.25596e+61;
0.00607903 ; 0.161094 ; 0;-9.25596e+61;
0.00607903 ; 0.164134 ; 0;-9.25596e+61;
0.00607903 ; 0.167173 ; 0;-9.25596e+61;
0.00607903 ; 0.170213 ; 0;-9.25596e+61;
0.00607903 ; 0.173252 ; 0;-9.25596e+61;
0.00607903 ; 0.176292 ; 0;-9.25596e+61;
0.00607903 ; 0.179331 ; 0;-9.25596e+61;
0.00607903 ; 0.182371 ; 0;-9.25596e+61;
0.00607903 ; 0.18541 ; 0;-9.25596e+61;
0.00607903 ; 0.18845 ; 0;-9.25596e+61;
0.00607903 ; 0.191489 ; 0;-9.25596e+61;
0.00607903 ; 0.194529 ; 0;-9.25596e+61;
0.00607903 ; 0.197568 ; 0;-9.25596e+61;
0.00607903 ; 0.200608 ; 0;-9.25596e+61;
0.00607903 ; 0.203647 ; 0;-9.25596e+61;
0.00607903 ; 0.206687 ; 0;-9.25596e+61;
0.00607903 ; 0.209726 ; 0;-9.25596e+61;
0.00607903 ; 0.212766 ; 0;-9.25596e+61;
0.00607903 ; 0.215805 ; 0;-9.25596e+61;
0.00607903 ; 0.218845 ; 0;-9.25596e+61;
0.00607903 ; 0.221884 ; 0;-9.25596e+61;
0.00607903 ; 0.224924 ; 0;-9.25596e+61;
0.00607903 ; 0.227964 ; 0;-9.25596e+61;
0.00607903 ; 0.231003 ; 0;-9.25596e+61;
0.00607903 ; 0.234043 ; 0;-9.25596e+61;
0.00607903 ; 0.237082 ; 0;-9.25596e+61;
0.00607903 ; 0.240122 ; 0;-9.25596e+61;
0.00607903 ; 0.243161 ; 0;-9.25596e+61;
0.00607903 ; 0.246201 ; 0;-9.25596e+61;
0.00607903 ; 0.24924 ; 0;-9.25596e+61;
0.00607903 ; 0.25228 ; 0;-9.25596e+61;
0.00607903 ; 0.255319 ; 0;-9.25596e+61;
0.00607903 ; 0.258359 ; 0;-9.25596e+61;
0.00607903 ; 0.261398 ; 0;-9.25596e+61;
0.00607903 ; 0.264438 ; 0;-9.25596e+61;
0.00607903 ; 0.267477 ; 0;-9.25596e+61;
0.00607903 ; 0.270517 ; 0;-9.25596e+61;
0.00607903 ; 0.273556 ; 0;-9.25596e+61;
0.00607903 ; 0.276596 ; 0;-9.25596e+61;
0.00607903 ; 0.279635 ; 0;-9.25596e+61;
0.00607903 ; 0.282675 ; 0;-9.25596e+61;
0.00607903 ; 0.285714 ; 0;-9.25596e+61;
0.00607903 ; 0.288754 ; 0;-9.25596e+61;
0.00607903 ; 0.291793 ; 0;-9.25596e+61;
0.00607903 ; 0.294833 ; 0;-9.25596e+61;
0.00607903 ; 0.297872 ; 0;-9.25596e+61;
0.00607903 ; 0.300912 ; 0;-9.25596e+61;
0.00607903 ; 0.303951 ; 0;-9.25596e+61;
0.00607903 ; 0.306991 ; 0;-9.25596e+61;
0.00607903 ; 0.31003 ; 0;-9.25596e+61;
0.00607903 ; 0.31307 ; 0;-9.25596e+61;
0.00607903 ; 0.316109 ; 0;-9.25596e+61;
0.00607903 ; 0.319149 ; 0;-9.25596e+61;
0.00607903 ; 0.322188 ; 0;-9.25596e+61;
0.00607903 ; 0.325228 ; 0;-9.25596e+61;
0.00607903 ; 0.328267 ; 0;-9.25596e+61;
0.00607903 ; 0.331307 ; 0;-9.25596e+61;
0.00607903 ; 0.334347 ; 0;-9.25596e+61;
0.00607903 ; 0.337386 ; 0;-9.25596e+61;
0.00607903 ; 0.340426 ; 0;-9.25596e+61;
0.00607903 ; 0.343465 ; 0;-9.25596e+61;
0.00607903 ; 0.346505 ; 0;-9.25596e+61;
0.00607903 ; 0.349544 ; 0;-9.25596e+61;
0.00607903 ; 0.352584 ; 0;-9.25596e+61;
0.00607903 ; 0.355623 ; 0;-9.25596e+61;
0.00607903 ; 0.358663 ; 0;-9.25596e+61;
0.00607903 ; 0.361702 ; 0;-9.25596e+61;
0.00607903 ; 0.364742 ; 0;-9.25596e+61;
0.00607903 ; 0.367781 ; 0;-9.25596e+61;
0.00607903 ; 0.370821 ; 0;-9.25596e+61;
0.00607903 ; 0.37386 ; 0;-9.25596e+61;
0.00607903 ; 0.3769 ; 0;-9.25596e+61;
0.00607903 ; 0.379939 ; 0;-9.25596e+61;
0.00607903 ; 0.382979 ; 0;-9.25596e+61;
0.00607903 ; 0.386018 ; 0;-9.25596e+61;
0.00607903 ; 0.389058 ; 0;-9.25596e+61;
0.00607903 ; 0.392097 ; 0;-9.25596e+61;
0.00607903 ; 0.395137 ; 0;-9.25596e+61;
0.00607903 ; 0.398176 ; 0;-9.25596e+61;
0.00607903 ; 0.401216 ; 0;-9.25596e+61;
0.00607903 ; 0.404255 ; 0;-9.25596e+61;
0.00607903 ; 0.407295 ; 0;-9.25596e+61;
0.00607903 ; 0.410334 ; 0;-9.25596e+61;
0.00607903 ; 0.413374 ; 0;-9.25596e+61;
0.00607903 ; 0.416413 ; 0;-9.25596e+61;
0.00607903 ; 0.419453 ; 0;-9.25596e+61;
0.00607903 ; 0.422492 ; 0;-9.25596e+61;
0.00607903 ; 0.425532 ; 0;-9.25596e+61;
0.00607903 ; 0.428571 ; 0;-9.25596e+61;
0.00607903 ; 0.431611 ; 0;-9.25596e+61;
0.00607903 ; 0.43465 ; 0;-9.25596e+61;
0.00607903 ; 0.43769 ; 0;-9.25596e+61;
0.00607903 ; 0.440729 ; 0;-9.25596e+61;
0.00607903 ; 0.443769 ; 0;-9.25596e+61;
0.00607903 ; 0.446809 ; 0;-9.25596e+61;
0.00607903 ; 0.449848 ; 0;-9.25596e+61;
0.00607903 ; 0.452888 ; 0;-9.25596e+61;
0.00607903 ; 0.455927 ; 0;-9.25596e+61;
0.00607903 ; 0.458967 ; 0;-9.25596e+61;
0.00607903 ; 0.462006 ; 0;-9.25596e+61;
0.00607903 ; 0.465046 ; 0;-9.25596e+61;
0.00607903 ; 0.468085 ; 0;-9.25596e+61;
0.00607903 ; 0.471125 ; 0;-9.25596e+61;
0.00607903 ; 0.474164 ; 0;-9.25596e+61;
0.00607903 ; 0.477204 ; 0;-9.25596e+61;
0.00607903 ; 0.480243 ; 0;-9.25596e+61;
0.00607903 ; 0.483283 ; 0;-9.25596e+61;
0.00607903 ; 0.486322 ; 0;-9.25596e+61;
0.00607903 ; 0.489362 ; 0;-9.25596e+61;
0.00607903 ; 0.492401 ; 0;-9.25596e+61;
0.00607903 ; 0.495441 ; 0;-9.25596e+61;
0.00607903 ; 0.49848 ; 0;-9.25596e+61;
0.00607903 ; 0.50152 ; 0;-9.25596e+61;
0.00607903 ; 0.504559 ; 0;-9.25596e+61;
0.00607903 ; 0.507599 ; 0;-9.25596e+61;
0.00607903 ; 0.510638 ; 0;-9.25596e+61;
0.00607903 ; 0.513678 ; 0;-9.25596e+61;
0.00607903 ; 0.516717 ; 0;-9.25596e+61;
0.00607903 ; 0.519757 ; 0;-9.25596e+61;
0.00607903 ; 0.522796 ; 0;-9.25596e+61;
0.00607903 ; 0.525836 ; 0;-9.25596e+61;
0.00607903 ; 0.528875 ; 0;-9.25596e+61;
0.00607903 ; 0.531915 ; 0;-9.25596e+61;
0.00607903 ; 0.534954 ; 0;-9.25596e+61;
0.00607903 ; 0.537994 ; 0;-9.25596e+61;
0.00607903 ; 0.541033 ; 0;-9.25596e+61;
0.00607903 ; 0.544073 ; 0;-9.25596e+61;
0.00607903 ; 0.547112 ; 0;-9.25596e+61;
0.00607903 ; 0.550152 ; 0;-9.25596e+61;
0.00607903 ; 0.553191 ; 0;-9.25596e+61;
0.00607903 ; 0.556231 ; 0;-9.25596e+61;
0.00607903 ; 0.559271 ; 0;-9.25596e+61;
0.00607903 ; 0.56231 ; 0;-9.25596e+61;
0.00607903 ; 0.56535 ; 0;-9.25596e+61;
0.00607903 ; 0.568389 ; 0;-9.25596e+61;
0.00607903 ; 0.571429 ; 0;-9.25596e+61;
0.00607903 ; 0.574468 ; 0;-9.25596e+61;
0.00607903 ; 0.577508 ; 0;-9.25596e+61;
0.00607903 ; 0.580547 ; 0;-9.25596e+61;
0.00607903 ; 0.583587 ; 0;-9.25596e+61;
0.00607903 ; 0.586626 ; 0;-9.25596e+61;
0.00607903 ; 0.589666 ; 0;-9.25596e+61;
0.00607903 ; 0.592705 ; 0;-9.25596e+61;
0.00607903 ; 0.595745 ; 0;-9.25596e+61;
0.00607903 ; 0.598784 ; 0;-9.25596e+61;
0.00607903 ; 0.601824 ; 0;-9.25596e+61;
0.00607903 ; 0.604863 ; 0;-9.25596e+61;
0.00607903 ; 0.607903 ; 0;-9.25596e+61;
0.00607903 ; 0.610942 ; 0;-9.25596e+61;
0.00607903 ; 0.613982 ; 0;-9.25596e+61;
0.00607903 ; 0.617021 ; 0;-9.25596e+61;
0.00607903 ; 0.620061 ; 0;-9.25596e+61;
0.00607903 ; 0.6231 ; 0;-9.25596e+61;
0.00607903 ; 0.62614 ; 0;-9.25596e+61;
0.00607903 ; 0.629179 ; 0;-9.25596e+61;
0.00607903 ; 0.632219 ; 0;-9.25596e+61;
0.00607903 ; 0.635258 ; 0;-9.25596e+61;
0.00607903 ; 0.638298 ; 0;-9.25596e+61;
0.00607903 ; 0.641337 ; 0;-9.25596e+61;
0.00607903 ; 0.644377 ; 0;-9.25596e+61;
0.00607903 ; 0.647416 ; 0;-9.25596e+61;
0.00607903 ; 0.650456 ; 0;-9.25596e+61;
0.00607903 ; 0.653495 ; 0;-9.25596e+61;
0.00607903 ; 0.656535 ; 0;-9.25596e+61;
0.00607903 ; 0.659574 ; 0;-9.25596e+61;
0.00607903 ; 0.662614 ; 0;-9.25596e+61;
0.00607903 ; 0.665653 ; 0;-9.25596e+61;
0.00607903 ; 0.668693 ; 0;-9.25596e+61;
0.00607903 ; 0.671733 ; 0;-9.25596e+61;
0.00607903 ; 0.674772 ; 0;-9.25596e+61;
0.00607903 ; 0.677812 ; 0;-9.25596e+61;
0.00607903 ; 0.680851 ; 0;-9.25596e+61;
0.00607903 ; 0.683891 ; 0;-9.25596e+61;
0.00607903 ; 0.68693 ; 0;-9.25596e+61;
0.00607903 ; 0.68997 ; 0;-9.25596e+61;
0.00607903 ; 0.693009 ; 0;-9.25596e+61;
0.00607903 ; 0.696049 ; 0;-9.25596e+61;
0.00607903 ; 0.699088 ; 0;-9.25596e+61;
0.00607903 ; 0.702128 ; 0;-9.25596e+61;
0.00607903 ; 0.705167 ; 0;-9.25596e+61;
0.00607903 ; 0.708207 ; 0;-9.25596e+61;
0.00607903 ; 0.711246 ; 0;-9.25596e+61;
0.00607903 ; 0.714286 ; 0;-9.25596e+61;
0.00607903 ; 0.717325 ; 0;-9.25596e+61;
0.00607903 ; 0.720365 ; 0;-9.25596e+61;
0.00607903 ; 0.723404 ; 0;-9.25596e+61;
0.00607903 ; 0.726444 ; 0;-9.25596e+61;
0.00607903 ; 0.729483 ; 0;-9.25596e+61;
0.00607903 ; 0.732523 ; 0;-9.25596e+61;
0.00607903 ; 0.735562 ; 0;-9.25596e+61;
0.00607903 ; 0.738602 ; 0;-9.25596e+61;
0.00607903 ; 0.741641 ; 0;-9.25596e+61;
0.00607903 ; 0.744681 ; 0;-9.25596e+61;
0.00607903 ; 0.74772 ; 0;-9.25596e+61;
0.00607903 ; 0.75076 ; 0;-9.25596e+61;
0.00607903 ; 0.753799 ; 0;-9.25596e+61;
0.00607903 ; 0.756839 ; 0;-9.25596e+61;
0.00607903 ; 0.759878 ; 0;-9.25596e+61;
0.00607903 ; 0.762918 ; 0;-9.25596e+61;
0.00607903 ; 0.765957 ; 0;-9.25596e+61;
0.00607903 ; 0.768997 ; 0;-9.25596e+61;
0.00607903 ; 0.772036 ; 0;-9.25596e+61;
0.00607903 ; 0.775076 ; 0;-9.25596e+61;
0.00607903 ; 0.778116 ; 0;-9.25596e+61;
0.00607903 ; 0.781155 ; 0;-9.25596e+61;
0.00607903 ; 0.784195 ; 0;-9.25596e+61;
0.00607903 ; 0.787234 ; 0;-9.25596e+61;
0.00607903 ; 0.790274 ; 0;-9.25596e+61;
0.00607903 ; 0.793313 ; 0;-9.25596e+61;
0.00607903 ; 0.796353 ; 0;-9.25596e+61;
0.00607903 ; 0.799392 ; 0;-9.25596e+61;
0.00607903 ; 0.802432 ; 0;-9.25596e+61;
0.00607903 ; 0.805471 ; 0;-9.25596e+61;
0.00607903 ; 0.808511 ; 0;-9.25596e+61;
0.00607903 ; 0.81155 ; 0;-9.25596e+61;
0.00607903 ; 0.81459 ; 0;-9.25596e+61;
0.00607903 ; 0.817629 ; 0;-9.25596e+61;
0.00607903 ; 0.820669 ; 0;-9.25596e+61;
0.00607903 ; 0.823708 ; 0;-9.25596e+61;
0.00607903 ; 0.826748 ; 0;-9.25596e+61;
0.00607903 ; 0.829787 ; 0;-9.25596e+61;
0.00607903 ; 0.832827 ; 0;-9.25596e+61;
0.00607903 ; 0.835866 ; 0;-9.25596e+61;
0.00607903 ; 0.838906 ; 0;-9.25596e+61;
0.00607903 ; 0.841945 ; 0;-9.25596e+61;
0.00607903 ; 0.844985 ; 0;-9.25596e+61;
0.00607903 ; 0.848024 ; 0;-9.25596e+61;
0.00607903 ; 0.851064 ; 0;-9.25596e+61;
0.00607903 ; 0.854103 ; 0;-9.25596e+61;
0.00607903 ; 0.857143 ; 0;-9.25596e+61;
0.00607903 ; 0.860182 ; 0;-9.25596e+61;
0.00607903 ; 0.863222 ; 0;-9.25596e+61;
0.00607903 ; 0.866261 ; 0;-9.25596e+61;
0.00607903 ; 0.869301 ; 0;-9.25596e+61;
0.00607903 ; 0.87234 ; 0;-9.25596e+61;
0.00607903 ; 0.87538 ; 0;-9.25596e+61;
0.00607903 ; 0.878419 ; 0;-9.25596e+61;
0.00607903 ; 0.881459 ; 0;-9.25596e+61;
0.00607903 ; 0.884498 ; 0;-9.25596e+61;
0.00607903 ; 0.887538 ; 0;-9.25596e+61;
0.00607903 ; 0.890578 ; 0;-9.25596e+61;
0.00607903 ; 0.893617 ; 0;-9.25596e+61;
0.00607903 ; 0.896657 ; 0;-9.25596e+61;
0.00607903 ; 0.899696 ; 0;-9.25596e+61;
0.00607903 ; 0.902736 ; 0;-9.25596e+61;
0.00607903 ; 0.905775 ; 0;-9.25596e+61;
0.00607903 ; 0.908815 ; 0;-9.25596e+61;
0.00607903 ; 0.911854 ; 0;-9.25596e+61;
0.00607903 ; 0.914894 ; 0;-9.25596e+61;
0.00607903 ; 0.917933 ; 0;-9.25596e+61;
0.00607903 ; 0.920973 ; 0;-9.25596e+61;
0.00607903 ; 0.924012 ; 0;-9.25596e+61;
0.00607903 ; 0.927052 ; 0;-9.25596e+61;
0.00607903 ; 0.930091 ; 0;-9.25596e+61;
0.00607903 ; 0.933131 ; 0;-9.25596e+61;
0.00607903 ; 0.93617 ; 0;-9.25596e+61;
0.00607903 ; 0.93921 ; 0;-9.25596e+61;
0.00607903 ; 0.942249 ; 0;-9.25596e+61;
0.00607903 ; 0.945289 ; 0;-9.25596e+61;
0.00607903 ; 0.948328 ; 0;-9.25596e+61;
0.00607903 ; 0.951368 ; 0;-9.25596e+61;
0.00607903 ; 0.954407 ; 0;-9.25596e+61;
0.00607903 ; 0.957447 ; 0;-9.25596e+61;
0.00607903 ; 0.960486 ; 0;-9.25596e+61;
0.00607903 ; 0.963526 ; 0;-9.25596e+61;
0.00607903 ; 0.966565 ; 0;-9.25596e+61;
0.00607903 ; 0.969605 ; 0;-9.25596e+61;
0.00607903 ; 0.972644 ; 0;-9.25596e+61;
0.00607903 ; 0.975684 ; 0;-9.25596e+61;
0.00607903 ; 0.978723 ; 0;-9.25596e+61;
0.00607903 ; 0.981763 ; 0;-9.25596e+61;
0.00607903 ; 0.984802 ; 0;-9.25596e+61;
0.00607903 ; 0.987842 ; 0;-9.25596e+61;
0.00607903 ; 0.990881 ; 0;-9.25596e+61;
0.00607903 ; 0.993921 ; 0;-9.25596e+61;
0.00607903 ; 0.99696 ; 0;-9.25596e+61;
0.00607903 ; 1 ; 0;-9.25596e+61;
0.00911854 ; 0 ; 0;-9.25596e+61;
0.00911854 ; 0.00303951 ; 0;-9.25596e+61;
0.00911854 ; 0.00607903 ; 0;-9.25596e+61;
0.00911854 ; 0.00911854 ; 0;-9.25596e+61;
0.00911854 ; 0.0121581 ; 0;-9.25596e+61;
0.00911854 ; 0.0151976 ; 0;-9.25596e+61;
0.00911854 ; 0.0182371 ; 0;-9.25596e+61;
0.00911854 ; 0.0212766 ; 0;-9.25596e+61;
0.00911854 ; 0.0243161 ; 0;-9.25596e+61;
0.00911854 ; 0.0273556 ; 0;-9.25596e+61;
0.00911854 ; 0.0303951 ; 0;-9.25596e+61;
0.00911854 ; 0.0334347 ; 0;-9.25596e+61;
0.00911854 ; 0.0364742 ; 0;-9.25596e+61;
0.00911854 ; 0.0395137 ; 0;-9.25596e+61;
0.00911854 ; 0.0425532 ; 0;-9.25596e+61;
0.00911854 ; 0.0455927 ; 0;-9.25596e+61;
